b0006i7glw-http://www.google.com/base/feeds/snippets/16445577344159065644,0.038517576499025555,1
b00009nfc1-http://www.google.com/base/feeds/snippets/4441393199380874556,0.725321741174112,1
b000egidpy-http://www.google.com/base/feeds/snippets/5558998293398547766,0.006605800496462468,1
b0001wn0m2-http://www.google.com/base/feeds/snippets/2691848002513611613,0.5319095502173318,1
b000gbukgm-http://www.google.com/base/feeds/snippets/11524039735478682676,0.2594811363978299,1
b000qeitty-http://www.google.com/base/feeds/snippets/14918356353168654855,0.839649808066388,1
b000k67vss-http://www.google.com/base/feeds/snippets/13970926731293955146,0.13579798522056435,1
b00005aycg-http://www.google.com/base/feeds/snippets/5506083081141279166,0.733377456028488,1
b000he9psc-http://www.google.com/base/feeds/snippets/14520556770161082452,0.38814229450418203,1
b000ihxad4-http://www.google.com/base/feeds/snippets/2854532146016566771,0.29730816370625796,1
b000eavbdq-http://www.google.com/base/feeds/snippets/18443105453266961029,0.9832553955327844,1
b000in6u62-http://www.google.com/base/feeds/snippets/18434616791723899127,0.6116458957133324,1
b000fzxiou-http://www.google.com/base/feeds/snippets/12642359421626863460,0.9228972224999474,1
b00062uji0-http://www.google.com/base/feeds/snippets/2644254417608822315,0.7249134191788447,1
b000pgvk5s-http://www.google.com/base/feeds/snippets/1872945109493928217,0.7954141948411096,1
b000h5fo8g-http://www.google.com/base/feeds/snippets/16987363527577090531,0.19128970533889958,1
b000fvqo0o-http://www.google.com/base/feeds/snippets/2209370345378693785,0.6748967920233058,1
b00008mnxz-http://www.google.com/base/feeds/snippets/18389048469504944658,0.007592512891256042,1
b000u1w4us-http://www.google.com/base/feeds/snippets/17155028207234161100,0.8932746284247631,1
b000jx5shs-http://www.google.com/base/feeds/snippets/17578507241939502542,0.8562678869118339,1
b000oajy8a-http://www.google.com/base/feeds/snippets/7354148618116652287,0.2400665092301173,1
b000056b62-http://www.google.com/base/feeds/snippets/18446496383812786183,0.6866989802477975,1
